title,price,currency,area_sqm,location,bedrooms,bathrooms,url
"Apartment 192 M | Fully Finished | Very prime location for sale in Hyde park new cairo compound, 5th settlement,new cairo",12100000,EGP,192,"New Cairo, Cairo",3,4,https://www.bayut.eg/en/property/details-502588587.html
duplex prime location fully finished for sale,11500000,EGP,130,"New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502865249.html
"Apartment for Sale – 150 sqm – Smouha (off Mostafa Kamel) – 3,900,000 EGP",3900000,EGP,150,"90 Avenue Compound, 5th Settlement, New Cairo, Cairo",2,2,https://www.bayut.eg/en/property/details-502556951.html
"Apartment 76 M | with Downpayment 3,168,825 | Fully Finished | For sale in Zed east compound,6thsettlement, new cairo",6921825,EGP,76,"Galleria Moon Valley Compound, 5th Settlement, New Cairo, Cairo",1,2,https://www.bayut.eg/en/property/details-502592780.html
Villa 493 M | Fully Finished | Ready to move for sale in celesta uptown mokattam cairo,47500000,EGP,493,"Galleria Moon Valley Compound, 5th Settlement, New Cairo, Cairo",5,5,https://www.bayut.eg/en/property/details-502557001.html
"Apartment for sale, 190 m² - Smouha (Al-Naqeeb Sherif Ramzy Street) - Street view - Price: 6,000,000 EGP",6000000,EGP,190,"Galleria Moon Valley Compound, 5th Settlement, New Cairo, Cairo",3,2,https://www.bayut.eg/en/property/details-502566281.html
"Apartment for sale in Madinaty, furnished and equipped, first occupancy, two bedrooms, bathroom, and kitchen, 82m, super lux finishing for 4 million and 600 thousand cash, viewing any time, excellent opportunity.",4600000,EGP,82,"Galleria Moon Valley Compound, 5th Settlement, New Cairo, Cairo",2,1,https://www.bayut.eg/en/property/details-502857455.html
Apartment for sale in 90 Avenue on South 90th Street near the American University - Fifth Settlement - New Cairo - Resale,13000000,EGP,140,"Beit Al Bahr, Sidi Heneish, North Coast, Matruh",2,3,https://www.bayut.eg/en/property/details-502734684.html
"Now you can receive your fully finished and fully furnished unit right next to Al Ahly Club and in the heart of New Cairo for a total of only 2,320,",2325000,EGP,75,"Makadi Heights, Hurghada, Red Sea",,1,https://www.bayut.eg/en/property/details-502854174.html
Chalet 3 BR Hacienda Bay fully furnished for sale in north cost,15000000,EGP,370,"Galleria Moon Valley Compound, 5th Settlement, New Cairo, Cairo",3,4,https://www.bayut.eg/en/property/details-502144099.html
LAGOON VIEW CHALET FULLY FINISHED | WITHOUT DP ! makadi makadi heights dua chalet for sale sea view,9800000,EGP,180,"Fifth Square Compound, 5th Settlement, New Cairo, Cairo",3,4,https://www.bayut.eg/en/property/details-502853947.html
Ready To Move Apartment For Sale In Soma Breeze,12300000,EGP,78,"Fifth Square Compound, 5th Settlement, New Cairo, Cairo",1,1,https://www.bayut.eg/en/property/details-501191057.html
"Apartment 165 M | Ready to Move | Fully Finished | for sale in 90 Avenue compound, 5th settlement, new cairo",9500000,EGP,165,"Fifth Square Compound, 5th Settlement, New Cairo, Cairo",2,3,https://www.bayut.eg/en/property/details-502591463.html
"**Immediate delivery — a fully finished apartment for sale in Arabesque Al-Fustat Compound, near the New Civilization Museum in Cairo. **",5200000,EGP,124,"Hacienda Bay, Sidi Abdel Rahman, North Coast, Matruh",2,2,https://www.bayut.eg/en/property/details-502853864.html
Exclusive Ground Apartment For sale Fully Furnished Ready to move in Alnarges New Cairo,7200000,EGP,210,"90 Avenue Compound, 5th Settlement, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502720476.html
apartment prime location fully finished with furniture for sale,13300000,EGP,200,"90 Avenue Compound, 5th Settlement, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502738687.html
"Apartment for sale consisting of five fully furnished studios, in the first neighborhood of the third area.",3700000,EGP,180,"Makadi Heights, Makadi Bay, Red Sea",5,5,https://www.bayut.eg/en/property/details-502861142.html
"Chalet for sale, 70 m², 70 m² roof, in Coronado Marina Village, Ain Sokhna",2500000,EGP,70,"90 Avenue Compound, 5th Settlement, New Cairo, Cairo",2,2,https://www.bayut.eg/en/property/details-502693534.html
"Chalet for sale, fully furnished, with a 40% discount (half its price) and a panoramic sea view at the most upscale resort by the sea in Ain Sokhna.",3600000,EGP,80,"90 Avenue Compound, 5th Settlement, New Cairo, Cairo",2,1,https://www.bayut.eg/en/property/details-502866977.html
apartment for sale with special price in new helioples alpha 20,3117500,EGP,173,"El Banafseg 5, 1st Settlement, New Cairo, Cairo",3,1,https://www.bayut.eg/en/property/details-502666681.html
"Apartment for sale, Fully Finished Fully Furnished with Maids Room Ready To Move in October Plaza - 6th of October",15000000,EGP,205,"Hacienda Bay, Sidi Abdel Rahman, North Coast, Matruh",3,4,https://www.bayut.eg/en/property/details-502862221.html
"For Sale: Residential Unit in the Most Prestigious Phases of Madinaty, B1 Area: 175m Internal Layout: 3 bedrooms (including one master bedroom) + 3 ba",8100000,EGP,175,"Ledge - Makadi Heights, Makadi Bay, Red Sea",3,3,https://www.bayut.eg/en/property/details-502853037.html
"Twin house villa in Zayed 2000, 330 BUA, 350 land, 5 bathrooms, 5 bedrooms, fully finished, sale with appliances and furniture, asking 25,000,000.",25000000,EGP,330,"Acacia Compound, 5th Settlement, New Cairo, Cairo",5,5,https://www.bayut.eg/en/property/details-502742559.html
فيلا للبيع بالفرش كمبوند الياسمين جرين لاند طريق الواحات,45000000,EGP,525,"Makadi Heights, Makadi Bay, Red Sea",5,4,https://www.bayut.eg/en/property/details-206441561.html
Townhouse for Sale in Madinaty – Model I Classic,24500000,EGP,221,"The Waterway Compound, 5th Settlement, New Cairo, Cairo",4,4,https://www.bayut.eg/en/property/details-502645569.html
Villa 730 meters at an attractive price,4750000,EGP,730,"Madinaty, Cairo",5,4,https://www.bayut.eg/en/property/details-502853478.html
Distinctive Aprtment for Sale very Prime View,6800000,EGP,220,"The Waterway Compound, 5th Settlement, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502386400.html
"Twin house by the swimming pool direct steps to the British University, immediate delivery in Patio Prime, ready to move in, 3 floors with a private garage",25500000,EGP,280,"Palm Parks Compound, 6th of October, Giza",4,3,https://www.bayut.eg/en/property/details-502705736.html
Villa hotel services in sharm elsheikh sea view and beach access,16000000,EGP,260,"Palm Parks Compound, 6th of October, Giza",4,3,https://www.bayut.eg/en/property/details-502853156.html
duplex prime location fully finished for sale,11500000,EGP,130,"Sharm al-Sheikh, Sinai",3,3,https://www.bayut.eg/en/property/details-502865249.html
"Furnished apartment for sale in Heliopolis, directly on the main Marghany Street",22000000,EGP,550,"Palm Parks Compound, 6th of October, Giza",6,3,https://www.bayut.eg/en/property/details-203705010.html
Apartment for sale best price and with high-end finishing.,12000000,EGP,157,"Makadi Heights, Makadi Bay, Red Sea",3,2,https://www.bayut.eg/en/property/details-502853455.html
"Sea view Chalet for sale in il Monte Galala Ain El Sokhna, Bua 130m, 3 bedrooms, 2 bathrooms, Fully furnished + AC’s",7000000,EGP,130,"Palm Valley Compound, Sheikh Zayed, Giza",3,2,https://www.bayut.eg/en/property/details-501712829.html
ground floor apartment with garden in lake view residence,14500000,EGP,125,"Creek Town Compound, 5th Settlement, New Cairo, Cairo",2,2,https://www.bayut.eg/en/property/details-502865597.html
Duplex for sale with garden - District 7- Sheikh Zayed,9000000,EGP,450,"Aeon, Sheikh Zayed, Giza",3,3,https://www.bayut.eg/en/property/details-205025039.html
investment opportunity in madinaty 89m prime loction great deal,4500000,EGP,87,"EL Patio Prime, Shorouk City, Cairo",2,2,https://www.bayut.eg/en/property/details-502853341.html
Chalet for sale in hacienda bay furnished by lowest price,14000000,EGP,317,"Ain Sukhna, Suez",4,4,https://www.bayut.eg/en/property/details-502731906.html
High-end luxury for sale in cash in Madinaty Very prime location,38000000,EGP,500,"Swan Lake West, Sheikh Zayed, Giza",5,5,https://www.bayut.eg/en/property/details-502706091.html
"Fully finished & furnished chalet in Swan Lake north coast, Bua 225 sqm, 3 Bedrooms, 3 Bathrooms, Nanny's Room",22500000,EGP,225,"Ras Sedr, Sinai",3,3,https://www.bayut.eg/en/property/details-501885005.html
Exclusive Ground Apartment For sale Fully Furnished Ready to move in Alnarges New Cairo,7200000,EGP,210,"El Patio Compound, 5th Settlement, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502720476.html
"Apartment for sale, Fully furnished Ready to move in Dreamland, 6th of October City",12200000,EGP,305,"Seashell, Sidi Abdel Rahman, North Coast, Matruh",5,4,https://www.bayut.eg/en/property/details-502873391.html
The Lowest price in the market a fully finished chalet in Hacienda Bay palm hills For sale,14500000,EGP,270,"Rehab City, New Cairo, Cairo",4,4,https://www.bayut.eg/en/property/details-502398914.html
"Villa for less than the price of a chalet, in Telal Ain Sokhna Village, a prime location within a fully serviced village.",19000000,EGP,140,"Rehab City, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502853402.html
"Chalet for sale, 70 m², 70 m² roof, in Coronado Marina Village, Ain Sokhna",2500000,EGP,70,"Madinaty, Cairo",2,2,https://www.bayut.eg/en/property/details-502693534.html
Luxury Finished Apartment with AC in Zed Towers,11000000,EGP,165,"Seashell, Sidi Abdel Rahman, North Coast, Matruh",3,3,https://www.bayut.eg/en/property/details-502430551.html
Villa for sale in Maxim Country Club at the best price in the market - 550 meters - Fifth Settlement - New Cairo - Resale,33000000,EGP,550,"Nmq, Sheikh Zayed, Giza",4,8,https://www.bayut.eg/en/property/details-502721159.html
Ground Chalet with Private Garden for Sale Direct Sea View & Pool Front | Fully Furnished with ACs | Ready to Move .,9500000,EGP,140,"Seashell, Sidi Abdel Rahman, North Coast, Matruh",3,2,https://www.bayut.eg/en/property/details-502731632.html
4 Bedroom Chalet in Hacienda Bay with Lowest Price and 550 Sqm and Great View For Sale,20500000,EGP,550,"Lake View Residence 2, 5th Settlement, New Cairo, Cairo",4,5,https://www.bayut.eg/en/property/details-502272004.html
Prime Apartment For Sale in Carnell New Giza - Prime Location,18000000,EGP,223,"Hacienda Bay, Sidi Abdel Rahman, North Coast, Matruh",3,3,https://www.bayut.eg/en/property/details-502727021.html
"Rare Opportunity – Furnished Duplex with Private Garden & Entrance for Sale – 6th of October, 8th District, minutes away from El-Hosry square",8000000,EGP,220,"Garden Lakes, 6th of October, Giza",3,3,https://www.bayut.eg/en/property/details-502572911.html
"in the heart of ZAYED, Ground Floor Apartment with Private Garden for Sale at a Special Price in Village West – Dorra, Sheikh Zayed",10938000,EGP,177,"Village West Compound, Sheikh Zayed, Giza",4,4,https://www.bayut.eg/en/property/details-502720425.html
stella di mare ain sokhna chalet for sale sea view 100 meter furnished,2800000,EGP,105,"Mountain View Chillout Park Compound, 6th of October, Giza",2,1,https://www.bayut.eg/en/property/details-502556079.html
"Apartment fully finished Ready To Move in, in Beverly Hills, Sheikh Zayed",16000000,EGP,180,"La Vista Ray, Ain Sukhna, Suez",3,3,https://www.bayut.eg/en/property/details-502526154.html
"Ground Floor Garden Apartment in The Address Compound by One of Sheikh Zayed’s by Dorra Developments, Just steps from the 26th of July Corridor, Arkan",8100000,EGP,134,"New Zayed, Sheikh Zayed, Giza",3,2,https://www.bayut.eg/en/property/details-502722461.html
Luxury Chalet for Sale | Lagoon & Sea View | Fully Finished & Furnished with ACs and Kitchen | Ready to Move- in La Vista 6 – Ain Sokhna .,9000000,EGP,150,"Village West Compound, Sheikh Zayed, Giza",3,2,https://www.bayut.eg/en/property/details-502731478.html
Fully Finished Twin House With Swimming Pool For Sale In Golden Heights 2 In front Of El Rehab- New Cairo,32000000,EGP,400,"Mountain View Chillout Park Compound, 6th of October, Giza",4,4,https://www.bayut.eg/en/property/details-502659687.html
"Villa for sale, Ready to move, fully finished, in Al Patio Zahraa Compound - Sheikh Zayed",20000000,EGP,260,"Zed Towers, Sheikh Zayed, Giza",4,3,https://www.bayut.eg/en/property/details-502267896.html
"Apartment for Sale – 115 SQM – Gleem, Overlooking El-Mirghany Palace – EGP 4,500,000",4500000,EGP,115,"Zed Towers, Sheikh Zayed, Giza",3,1,https://www.bayut.eg/en/property/details-502268494.html
"Apartment for sale, 165 sqm in Loran, direct sea view – EGP 8,000,000",8000000,EGP,165,"Zed Towers, Sheikh Zayed, Giza",3,2,https://www.bayut.eg/en/property/details-502715689.html
Under Market Price Chalet For Sale At Marassi Blanca In Prime Location,18000000,EGP,130,"Zed Towers, Sheikh Zayed, Giza",2,2,https://www.bayut.eg/en/property/details-502287102.html
"For Sale Apartment With Garden In Dar Misr 12 - Shiekh Zayed, Close To Saudi Market and The Address Compound. . Just Mintes Away To 26 Of Julay Corridor",4700000,EGP,130,"ZED West Compound, Sheikh Zayed, Giza",3,2,https://www.bayut.eg/en/property/details-502726590.html
Exclusive Resale apartment for sale in MarVille - New Sheikh Zayed Prime Location,12700000,EGP,187,"Ivoire Compound, Sheikh Zayed, Giza",3,3,https://www.bayut.eg/en/property/details-502730473.html
"Luxury Apartment for Sale in AEON Towers by Marakez, directly on Gamal Abdel Nasser Axis close to mall of Arabia and shooting club",17200000,EGP,173,"Seashell, Sidi Abdel Rahman, North Coast, Matruh",2,3,https://www.bayut.eg/en/property/details-502723398.html
Prime Ground Apartment For Sale in Prime Location in Garden Hills - Ready to Move,6000000,EGP,200,"Marassi, Sidi Abdel Rahman, North Coast, Matruh",3,3,https://www.bayut.eg/en/property/details-502726697.html
Fully Finished Apartment Ready To Move in Allegria,18000000,EGP,159,"Zayed Dunes Compound, Sheikh Zayed, Giza",3,3,https://www.bayut.eg/en/property/details-502331011.html
"Apartment for Sale 80 sqm – Porto Golf – EGP 3,400,000",3400000,EGP,80,"Sheikh Zayed, Giza",2,2,https://www.bayut.eg/en/property/details-502247634.html
Twin House Villa 278 sqm for Sale in Fouka Bay North Coast Ready to Move,28500000,EGP,278,"Beverly Hills Compound, Sheikh Zayed, Giza",4,4,https://www.bayut.eg/en/property/details-502725083.html
For sale Serviced Apartment 5% Down Payment Only | 10 Years Plan in COVAYA – Telal Sokhna .,10500000,EGP,120,"Laurent, Alexandria",2,2,https://www.bayut.eg/en/property/details-502730422.html
"Villa for sale, Fully Finished Fully Furnished Ready To Move with Maid room in Al Burouj - El Shorouk",28700000,EGP,438,"Soul, North Coast, Matruh",3,5,https://www.bayut.eg/en/property/details-502857247.html
Townhouse for sale توين هاوس للبيع في pyramids walk مساحة الارض 600,19000000,EGP,400,"Mena Garden City Compound, 6th of October, Giza",4,5,https://www.bayut.eg/en/property/details-205335169.html
"Apartment for sale at a special price, hotel-style finishing, ready to move in, with a direct landscape view, near City Centre Almaza Mall and Cairo I",13000000,EGP,174,"Laurent, Alexandria",3,2,https://www.bayut.eg/en/property/details-502869755.html
"Ready to move penthouse in Patio 7, fully finished La Vista directly on 90st Steps away to American University in Cairo ready to move unit type penth",16000000,EGP,190,"Laurent, Alexandria",4,3,https://www.bayut.eg/en/property/details-502559026.html
Villa hydepark new Cairo 5th settlement 620m from owner,60000000,EGP,620,"Telal Sokhna, Ain Sukhna, Suez",7,5,https://www.bayut.eg/en/property/details-502852907.html
The lowest price for apartment for sale in uptown cairo fully finished,14750000,EGP,179,"Beverly Hills Compound, Sheikh Zayed, Giza",2,3,https://www.bayut.eg/en/property/details-502719703.html
"For sale, a furnished hotel apartment with appliances and air conditioners, overlooking the Nile directly, with a panoramic view, immediate delivery,",6200000,EGP,74,"Soul, North Coast, Matruh",1,2,https://www.bayut.eg/en/property/details-501853919.html
Fully furnished villa for sale in Utopia,14500000,EGP,250,"Beverly Hills Compound, Sheikh Zayed, Giza",3,3,https://www.bayut.eg/en/property/details-501977705.html
Villa for sale in katameya dunes by privat pool,153000000,EGP,290,"Lake West Compound, Sheikh Zayed, Giza",6,7,https://www.bayut.eg/en/property/details-502723329.html
"Exquisite Seaside Villa in Gamaran, Sahl Hasheesh",66264000,EGP,1249,"Aeon Compound, 6th of October, Giza",7,7,https://www.bayut.eg/en/property/details-502868825.html
Chalet for sale marina marassi 2 bedrooms canal and pool view,24000000,EGP,126,"O West Compound, 6th of October, Giza",2,2,https://www.bayut.eg/en/property/details-502852436.html
Villa for sale at the best price in Marassi - 1202 meters - North Coast,150000000,EGP,1202,"Soul, North Coast, Matruh",6,6,https://www.bayut.eg/en/property/details-502732436.html
Furnished Standalone Villa For sale with garden 400 sqm Directly on Lagoon In Marassi North Coast,75000000,EGP,500,"Telal Sokhna, Ain Sukhna, Suez",6,5,https://www.bayut.eg/en/property/details-502715589.html
Ultra Super Lux apartment for sale in New October Compound,3800000,EGP,85,"Village Gate Compound, 5th Settlement, New Cairo, Cairo",2,1,https://www.bayut.eg/en/property/details-502848890.html
"Lowest total orice available 6,600,000 in seashore old contract north direction lowest down payment,installments2,500,000 over4 years in ras el hekma",6657850,EGP,97,"Upville Compound, 6th of October, Giza",2,2,https://www.bayut.eg/en/property/details-502737965.html
Ultra Super Lux finishing Apartment with Garden for Sale,8000000,EGP,150,"Playa, Sidi Abdel Rahman, North Coast, Matruh",3,2,https://www.bayut.eg/en/property/details-502851790.html
"Apartment for sale in Fifth Settlement - Lotus, finished to a super deluxe standard and fully furnished, in a prestigious location, with a practical l",6600000,EGP,161,"Marriott Residence, Heliopolis, Cairo",3,3,https://www.bayut.eg/en/property/details-502867024.html
Apartment For Sale In West Golf El Gouna,18303000,EGP,100,"Soul, North Coast, Matruh",2,2,https://www.bayut.eg/en/property/details-502589435.html
"Apartment for sale in the sixth sector, Zahra Al-Maadi in a prime location near Wadi Degla Club and the main Zahra Street.",4000000,EGP,140,"EL Patio 7, 5th Settlement, New Cairo, Cairo",2,1,https://www.bayut.eg/en/property/details-502852765.html
"Chalet with golf and lagoon view – 2 bedrooms, 114m², only 16.5 million EGP – in Marassi North Coast, Sidi Abdel Rahman",16500000,EGP,114,"Playa, Sidi Abdel Rahman, North Coast, Matruh",2,2,https://www.bayut.eg/en/property/details-502715404.html
Apartment for sale in Al Rehab City at an unbeatable price!,7450000,EGP,122,"Hadayek Al Mohandessin Compound, Sheikh Zayed, Giza",3,2,https://www.bayut.eg/en/property/details-502868969.html
Apartment for sale in Madinaty in B7 with an open view,4500000,EGP,82,"Zamalek, Cairo",2,1,https://www.bayut.eg/en/property/details-502873889.html
"For sale, a cash apartment in the best phases of Madinaty - B10. Area: 189 m² + 50 m² garden, 3 bedrooms - 3 bathrooms. Wide garden view, prime location, minutes from All Sessions Park - Services - Madinaty Club, immediate delivery. All financial dues have been paid. Own a rare model with a view.",12000000,EGP,189,"Playa, Sidi Abdel Rahman, North Coast, Matruh",3,3,https://www.bayut.eg/en/property/details-502850788.html
"Furnished chalet for sale, Marina 1, Marassi - North Coast",12500000,EGP,82,"Playa, Sidi Abdel Rahman, North Coast, Matruh",1,1,https://www.bayut.eg/en/property/details-502594083.html
Exclusive chalet for sale in the Groove Prime Location Sea view (Highest elevation) - Ready to move,7000000,EGP,117,"Marassi, Sidi Abdel Rahman, North Coast, Matruh",2,1,https://www.bayut.eg/en/property/details-502720386.html
under market price for chalet 2bedrooms with garden delivered soon finished with installments in best location in gaia north coast ras el hikma,6067200,EGP,83,"Soul, North Coast, Matruh",2,2,https://www.bayut.eg/en/property/details-502614661.html
240 square meter apartment for sale in the finest squares of Al-Said Club,10000000,EGP,240,"D-Bay, North Coast, Matruh",3,3,https://www.bayut.eg/en/property/details-502245911.html
Exclusive Beachfront Living: Fully Furnished 2-Bedroom Masterpiece,5750000,EGP,115,"Kin, 5th Settlement, New Cairo, Cairo",2,1,https://www.bayut.eg/en/property/details-502716061.html
Chalet for Sale – Malibu – Ain Sokhna,4650000,EGP,125,"Blumar Sokhna, Ain Sukhna, Suez",3,2,https://www.bayut.eg/en/property/details-502587460.html
"""Smallest two-bedroom area for sale in One Kattameya",3000000,EGP,74,"Blumar Sokhna, Ain Sukhna, Suez",2,1,https://www.bayut.eg/en/property/details-502850170.html
Exclusive Penthouse for Sale -Open View - Fully Finished,19500000,EGP,262,"Majra Resort, Hurghada, Red Sea",5,4,https://www.bayut.eg/en/property/details-502843822.html
My city apartment for sale 82 meters in b11 with special finishes for furniture,4550000,EGP,82,"South Med, North Coast, Matruh",2,1,https://www.bayut.eg/en/property/details-502857745.html
Villa pool view for sale in amwaj north coast fully furnished by lowest price,18000000,EGP,200,"South Med, North Coast, Matruh",4,3,https://www.bayut.eg/en/property/details-502601935.html
Standalone chalet for sale Greek in Marissa,25000000,EGP,185,"Blumar Sokhna, Ain Sukhna, Suez",3,3,https://www.bayut.eg/en/property/details-502868646.html
Apartment for Sale with Garden View – Includes Garage Share – Fully Finished & Ready for Immediate Delivery – Prime Location in Al-Banafseg Buildings,6900000,EGP,200,"Playa, Sidi Abdel Rahman, North Coast, Matruh",3,2,https://www.bayut.eg/en/property/details-502839263.html
lilbaye shaqat bimadinati 89m fiu mumayaz sharie wajardin bahriun sarih baed altashtibat alkhasat bih bialfarsh walah,4250000,EGP,89,"Blumar Sokhna, Ain Sukhna, Suez",2,2,https://www.bayut.eg/en/property/details-502845014.html
"Studio for sale in Madinaty b7, area of 64 sqm at a special price",3300000,EGP,64,"Mountain View iCity Compound, 5th Settlement, New Cairo, Cairo",1,1,https://www.bayut.eg/en/property/details-502853259.html
Chalet for sale in marassi marina view fully furnished,37000000,EGP,213,"Mohandessin, Giza",4,4,https://www.bayut.eg/en/property/details-502714985.html
"Apartment for sale in Al Janinah, building with elevator.",550000,EGP,85,"El Koronfel, 1st Settlement, New Cairo, Cairo",2,1,https://www.bayut.eg/en/property/details-502853363.html
For Sale in zayed Luxury Ground Floor Apartment with Private Entrance Prime Location: Steps Away from Mazar Mall & Beverly Hills Compound,6000000,EGP,220,"One 16 Compound, Sheikh Zayed, Giza",4,4,https://www.bayut.eg/en/property/details-502841832.html
Ready to move very luxurious townhouse with installments,21200000,EGP,278,"Beit Al Watan, 5th Settlement, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502841787.html
For Sale 5BR Standalone Fully-Furnished BUA:380m 3 Floors in Allegria,56400000,EGP,380,"Marassi, Sidi Abdel Rahman, North Coast, Matruh",5,6,https://www.bayut.eg/en/property/details-502838997.html
Twin villa for sale in Mountain View North Coast,16500000,EGP,200,"Beit Al Watan, 5th Settlement, New Cairo, Cairo",4,5,https://www.bayut.eg/en/property/details-502841576.html
"Standalone Villa in Allegria | 700 m² Land | 3 Master Suites | Pool | Garage | Smart Kitchen | Central A/C | Asking $1,336,900",62250000,EGP,350,"Beit Al Watan, 5th Settlement, New Cairo, Cairo",3,5,https://www.bayut.eg/en/property/details-502844807.html
"The most distinguished Fully Finished with Kitchen Ready to move Apartment 150 M Frist Floor Best price For sale in tag sultan,1st settlement",9500000,EGP,150,"El Koronfel, 1st Settlement, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502840382.html
"Apartment with garden at attractive price due to travel in Madinaty B6, New Cairo",5800000,EGP,96,"The Address East Compound, 5th Settlement, New Cairo, Cairo",3,2,https://www.bayut.eg/en/property/details-502848813.html
Lagoon & Sea View Apartment with Private Garden,12870000,EGP,200,"The Address East Compound, 5th Settlement, New Cairo, Cairo",3,3,https://www.bayut.eg/en/property/details-502840998.html
Family House with Garden for Sale in Palm Hills,21000000,EGP,220,"Marassi, Sidi Abdel Rahman, North Coast, Matruh",4,4,https://www.bayut.eg/en/property/details-502839282.html
Penthouse One Bedroom for sale 1BR 75 m² + 179 m² terrace fully finished AC Kitchen Ready in 2 years Azha North Coast Phase Diya,10194000,EGP,75,"Allegria, Sheikh Zayed, Giza",1,2,https://www.bayut.eg/en/property/details-502841455.html
"A luxurious apartment for sale in Avenues with super lux finishing, furnished and equipped with air conditioning, first use, double view overlooking a",25000000,EGP,200,"Allegria, Sheikh Zayed, Giza",3,3,https://www.bayut.eg/en/property/details-502439505.html
under market price for chalet 2bedrooms with garden delivered soon finished with installments in best location in gaia north coast ras el hikma,6067200,EGP,83,"Levels By Dunes Compound, Sheikh Zayed, Giza",2,2,https://www.bayut.eg/en/property/details-502614661.html
"A distinctive apartment in Ashraqa Compound at a special price, first balcony, 6th of October City",3100000,EGP,148,"Levels By Dunes Compound, Sheikh Zayed, Giza",3,2,https://www.bayut.eg/en/property/details-502846031.html
فيلا مستقلة للبيع مفروشة بالكامل بالعين السخنة بقرية أورلاندو 1,4250000,EGP,200,"Allegria, Sheikh Zayed, Giza",3,3,https://www.bayut.eg/en/property/details-205277288.html
"Furnished apartment for sale in a prime location, cash, no installments",4500000,EGP,82,"Fifth Square Compound, 5th Settlement, New Cairo, Cairo",2,1,https://www.bayut.eg/en/property/details-502841316.html
Lowest price on the market for a villa in a prime location with an unobstructed sea view.,14800000,EGP,130,"Allegria, Sheikh Zayed, Giza",3,2,https://www.bayut.eg/en/property/details-502842846.html
For Sale | Ground Floor Apartment with Garden in Aeon Courtyard – Marakez - BUA: 85 m² - Garden: Front 50 m² + Back 30 m² - 1 Bedroom - 2 B,9000000,EGP,85,"Allegria, Sheikh Zayed, Giza",1,2,https://www.bayut.eg/en/property/details-502841917.html
For Sale – Modified Ground-Floor Studio in Marina El Alamein 2 (Zone 9),5250000,EGP,80,"Allegria, Sheikh Zayed, Giza",2,1,https://www.bayut.eg/en/property/details-502842910.html
Family House with Garden for Sale in Palm Hills,21000000,EGP,220,"Mountain View iCity Compound, 6th of October, Giza",4,4,https://www.bayut.eg/en/property/details-502839282.html
Lowest price for villa twin house 410m in uptown cairo prime location north direction ultra modern finished ready to move,42000000,EGP,330,"Mountain View iCity Compound, 6th of October, Giza",3,4,https://www.bayut.eg/en/property/details-502326429.html
"""Smallest two-bedroom area for sale in One Kattameya",3000000,EGP,74,"Mountain View iCity Compound, 6th of October, Giza",2,1,https://www.bayut.eg/en/property/details-502850170.html
Apartment of 130 square meters for sale in Al-Banfsaj Buildings in the First Settlement – Ultra Super Lux finishing,4400000,EGP,130,"La Jolie Marina, Ain Sukhna, Suez",2,1,https://www.bayut.eg/en/property/details-502842793.html
unique villa in soma bay with very prime location,19500000,EGP,190,"City Gate Compound, 5th Settlement, New Cairo, Cairo",4,3,https://www.bayut.eg/en/property/details-502841806.html
"A fully finished apartment for sale in Sheikh Zayed, Hadayeq Al-Mohandeseen Compound, with immediate delivery at a special price",7000000,EGP,90,"City Gate Compound, 5th Settlement, New Cairo, Cairo",2,1,https://www.bayut.eg/en/property/details-502842679.html
"Luxury Villa for Sale - First Row on a Sandy Lake, Marina 5, North Coast",55000000,EGP,600,"Direction White, Ras Al Hekma, North Coast, Matruh",6,6,https://www.bayut.eg/en/property/details-502843013.html
"Finished apartment for sale next to SODIC The Estates, directly in front of Sphinx Airport and Ivy New Giza - Sheikh Zayed.",6889900,EGP,135,"La Jolie Marina, Ain Sukhna, Suez",2,2,https://www.bayut.eg/en/property/details-502841150.html
For Sale 5BR Standalone Fully-Furnished BUA:380m 3 Floors in Allegria,56400000,EGP,380,"Porto Sokhna, Ain Sukhna, Suez",5,6,https://www.bayut.eg/en/property/details-502838997.html
Duplex + garden ready to move finished and furnished with appliances in the heart of 5th settlement,20000000,EGP,211,"Porto Golf Marina, Alamein, North Coast, Matruh",3,3,https://www.bayut.eg/en/property/details-502842288.html
"luxury Apartment for Sale in Cairo Festival City, New Cairo, Fifth Settlement",16000000,EGP,132,"Hacienda Bay, Sidi Abdel Rahman, North Coast, Matruh",2,2,https://www.bayut.eg/en/property/details-502841724.html
"Luxury 353m townhouse for sale at Hacienda Bay, private pool and 130m garden, 6 bedrooms, fully finished and furnished, ready to move",25500000,EGP,353,"5th Settlement, New Cairo, Cairo",6,6,https://www.bayut.eg/en/property/details-502843172.html
Furnished 2 Beds Ground Apartment For Sale in Makadi Heights Red Sea,7000000,EGP,90,"ZED West Compound, Sheikh Zayed, Giza",2,2,https://www.bayut.eg/en/property/details-502842008.html
"Duplex apartment, ready for immediate occupancy, finished, by Aroma Sokhna",20000000,EGP,200,"Zahra, Sidi Abdel Rahman, North Coast, Matruh",4,3,https://www.bayut.eg/en/property/details-502843242.html
